url,ip_address,iframes,age,ssl,iframes,blacklisted_words,nameserver,blacklisted_words_count,status_code,length
http://controlladispositivoweb.com/,,[],1,False,[],[],,0,,35
http://convalida-manualmente.com/,,[],2,False,[],[],,0,,33
http://controlloaccessoweb.com/,,[],1,False,[],[],,0,,31
https://amphorm.fr/caf/red_Country,,[],8417,False,[],"['eth', 'xrp']",,0,,34
https://sharmiladevi.com/optus.html,,[],4222,False,[],[],,0,,35
http://revokewallet.cash/,,[],0,False,[],"['scam', 'phishing', 'fast', 'verify', 'account', 'apple', 'twitter', 'eth', 'join', 'discord']",,0,,25
https://b-40.club/wp-content/themes/seotheme/optus.html,,[],1176,False,[],[],,0,,55
https://tengai.shop/wp-content/last/IT/info/web/clc/login.php,,[],,False,[],"['login', 'eth', 'group']",,0,,61
https://wordpressmu-978594-3576741.cloudwaysapps.com/die/true/details.php,,"[<iframe class=""footer-info-overlay-iframe"" id=""overlay-iframe"" src=""./src/saved_resource.html"" style=""height: 100%;""></iframe>]",4169,False,"[<iframe class=""footer-info-overlay-iframe"" id=""overlay-iframe"" src=""./src/saved_resource.html"" style=""height: 100%;""></iframe>]","['login', 'confirm', 'eth', 'group']",,0,,73
https://su.tselenograd.tselinograd.su/online.php,,[],,False,[],"['gift', 'real', 'login', 'account', 'confirm', 'bank', 'google', 'currency', 'eth']",,0,,48
https://ortholight.ru/images/vip/,,"[<iframe height=""0"" src=""https://www.googletagmanager.com/ns.html?id=GTM-TPSSZLM"" style=""display:none;visibility:hidden"" width=""0""></iframe>]",3900,False,"[<iframe height=""0"" src=""https://www.googletagmanager.com/ns.html?id=GTM-TPSSZLM"" style=""display:none;visibility:hidden"" width=""0""></iframe>]","['fast', 'account', 'bank', 'apple', 'google', 'youtube', 'currency', 'defi', 'defi', 'telegram']",,0,,33
https://tracking-express.serveblog.net/dhl/DHH/dhl/,,[],,False,[],[],,0,,51
https://vps93477.inmotionhosting.com/wp-admin/network/Folder/FREE/onasm/onaa/page-1.html,,[],8145,False,[],"['phishing', 'login', 'account', 'apple', 'microsoft', 'google', 'eth', 'group']",,0,,88
https://86au.cfd,,[],,False,[],[],,0,,16
https://dhl.5494613.wordoflifecenter.org/tracking/2926332?page=307,,[],8612,False,[],[],,0,,66
https://www.toposcanb30.com/wp-content/uploads/2021/02/1and1/mail.ionos.com/,,"[<iframe class=""hidden"" name=""loginTarget"" src=""../../../../../../""></iframe>]",1587,False,"[<iframe class=""hidden"" name=""loginTarget"" src=""../../../../../../""></iframe>]","['login', 'apple', 'outlook', 'aol', 'eth', 'group']",,0,,76
https://86ap.cfd,,[],,False,[],[],,0,,16
https://86ah.cfd,,[],,False,[],[],,0,,16
https://nova-oferta-inclusa.shop/z-589622140058/965147d/product.php?sk,,[],3,False,[],"['seller', 'confirm', 'google', 'eth', 'ada', 'defi', 'defi']",,0,,70
https://wordpressmu-978594-3576741.cloudwaysapps.com/die/true/action.php,,"[<iframe class=""footer-info-overlay-iframe"" id=""overlay-iframe"" src=""./src/saved_resource.html"" style=""height: 100%;""></iframe>]",4169,False,"[<iframe class=""footer-info-overlay-iframe"" id=""overlay-iframe"" src=""./src/saved_resource.html"" style=""height: 100%;""></iframe>]","['login', 'confirm', 'eth', 'group']",,0,,72
https://86ak.cfd,,[],,False,[],[],,0,,16
https://86az.cfd,,[],,False,[],[],,0,,16
https://86aa.cfd,,[],,False,[],[],,0,,16
https://86aq.cfd,,[],,False,[],[],,0,,16
https://86ay.cfd,,[],,False,[],[],,0,,16
https://86ai.cfd,,[],,False,[],[],,0,,16
http://virtulbancbogotapersons.liveblog365.com/,,[],496,False,[],[],,0,,47
https://86am.cfd,,[],,False,[],[],,0,,16
https://dev-bgneraloppsur233.pantheonsite.io/,,[],,False,[],"['secure', 'login', 'google', 'eth', 'ada', 'group']",,0,,45
https://neddev.d3btetvvu2kekg.amplifyapp.com/ZHRoPSI0MHB4IiBoZWlnaHQ9IjQwcHgiIHZpZXdCb3g9IjAgMCA1MM_updating.html?rr0298938029=,,[],1874,False,[],"['fast', 'secure', 'login', 'account', 'update', 'confirm', 'bank', 'group']",,0,,127
